# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.3.0
#@/tick	53366
#@/user_id	sky_win
a 	啊	c=1 d=4.75447e-49 t=53366
lu 	璐	c=2 d=0.446484 t=53366
lu 	盧	c=1 d=0.0122161 t=53366
lu 	路	c=12 d=0.327106 t=53366
lu 	錄	c=2 d=1.60351 t=48673
lu 	露	c=1 d=0.755784 t=53366
lu 	魯	c=4 d=0.442041 t=53366
lu 	鹿	c=1 d=1 t=43462
lu bang xing 	魯棒性	c=1 d=1 t=45002
lu bian 	路邊	c=1 d=0.064894 t=53366
lu cheng 	路程	c=1 d=1 t=19484
lu duan 	路段	c=5 d=4.60647 t=34947
lu guang zhong 	盧廣仲	c=1 d=0.0632918 t=53366
lu guo 	路過	c=1 d=1 t=23812
lu jia zui 	陸家嘴	c=3 d=4.99518e-40 t=53366
lu jian 	路肩	c=1 d=0.000125275 t=53366
lu jing 	路徑	c=9 d=1.42173 t=53366
lu jun 	陸軍	c=1 d=0.000547581 t=53366
lu kou 	路口	c=1 d=0.000120363 t=53366
lu ren 	路人	c=7 d=2.57054e-19 t=53366
lu shan 	廬山	c=1 d=6.75747e-37 t=53366
lu shang 	路上	c=2 d=0.103312 t=53366
lu xian 	路線	c=9 d=1.14014 t=53366
lu xiang 	錄像	c=3 d=0.0166666 t=53366
lu xu 	陸續	c=1 d=0.00208081 t=53366
lu yin 	錄音	c=1 d=1 t=16442
lu you 	路由	c=6 d=1 t=49499
lu you qi 	路由器	c=3 d=1 t=51617
lu zhi 	錄製	c=1 d=0.0250972 t=53366
lu zou 	擄走	c=1 d=1 t=21914
luan 	亂	c=1 d=1 t=46225
luan 	卵	c=1 d=0.000808767 t=53366
luan lun 	亂倫	c=1 d=1 t=14205
luan ma 	亂碼	c=5 d=0.15381 t=53366
luan qi ba zao 	亂七八糟	c=1 d=1.13211e-48 t=53366
luan reng 	亂扔	c=1 d=1 t=47189
luan sheng 	孿生	c=1 d=1 t=52709
luan zhuang 	亂撞	c=1 d=1 t=42938
lun 	倫	c=2 d=0.126186 t=53366
lun 	綸	c=1 d=7.36323e-47 t=53366
lun 	論	c=3 d=0.276651 t=53366
lun 	輪	c=3 d=6.87735e-38 t=53366
lun dun 	倫敦	c=1 d=0.130029 t=53366
lun hui 	輪迴	c=1 d=1.92305e-46 t=53366
lun ju 	論據	c=1 d=1 t=22444
lun kuo 	輪廓	c=1 d=1 t=8732
lun luo 	淪落	c=1 d=0.13068 t=53366
lun shu 	論述	c=2 d=1 t=18723
lun tan 	論壇	c=5 d=0.285342 t=53366
lun ti 	論題	c=1 d=1.4437e-26 t=53366
lun wen 	論文	c=105 d=1.44747 t=53366
lun zheng 	論證	c=5 d=0.532592 t=53366
lun zi 	輪子	c=1 d=1.83625e-32 t=53366
luo 	絡	c=1 d=1 t=41480
luo 	羅	c=5 d=0.000376591 t=53366
luo 	落	c=1 d=0.718924 t=53366
luo 	裸	c=1 d=1 t=33248
luo cha 	落差	c=1 d=1 t=50148
luo dan 	羅丹	c=2 d=0.00449934 t=53366
luo dao 	落到	c=1 d=1 t=49137
luo hou 	落後	c=2 d=1 t=37696
luo ji 	羅技	c=1 d=0.0105672 t=53366
luo ji 	邏輯	c=22 d=0.619266 t=53366
luo ke 	洛克	c=1 d=3.46504e-32 t=53366
luo kong 	落空	c=1 d=1 t=14441
luo kuan 	落款	c=1 d=1 t=5301
luo la 	羅拉	c=0 d=1.08965e-11 t=53366
luo lei 	落淚	c=1 d=1 t=19050
luo lie 	羅列	c=1 d=6.26173e-23 t=53366
luo ma 	羅馬	c=4 d=0.503693 t=53366
luo ma ni ya 	羅馬尼亞	c=2 d=1.13169e-36 t=53366
luo mu luo 	羅慕洛	c=1 d=3.82425e-16 t=53366
luo nv 	裸女	c=1 d=0.084163 t=53366
luo quan tui 	羅圈腿	c=1 d=0.0120342 t=53366
luo shan ji 	洛杉磯	c=1 d=1 t=47398
luo shui 	落水	c=1 d=0.000293099 t=53366
luo si 	螺絲	c=1 d=1 t=40242
luo wang 	落網	c=2 d=4.5886e-42 t=53366
luo xia 	落下	c=1 d=0.00744658 t=53366
lv 	率	c=8 d=6.97914e-06 t=53366
lv 	綠	c=2 d=1.1836 t=38336
lv 	驢	c=1 d=1.68054e-19 t=53366
lv ba 	綠壩	c=3 d=2.88375 t=27588
lv bu 	呂布	c=2 d=0.12722 t=53366
lv cheng 	旅程	c=1 d=2.32909e-35 t=53366
lv deng 	綠燈	c=1 d=1 t=29347
lv fei 	旅費	c=3 d=1.55454 t=53366
lv guan 	旅館	c=4 d=1.21805 t=53366
lv hua 	綠化	c=2 d=3.88812e-05 t=53366
lv mao zi 	綠帽子	c=1 d=5.96548e-41 t=53366
lv se 	綠色	c=2 d=0.000907334 t=53366
lv shi 	律師	c=1 d=3.50176e-09 t=53366
lv tu 	旅途	c=1 d=0.000205513 t=53366
lv xing 	旅行	c=6 d=0.687289 t=53366
lv you 	旅遊	c=9 d=0.3509 t=53366
lv you qian 	旅遊簽	c=1 d=0.000156102 t=53366
lve 	略	c=1 d=7.05408e-13 t=53366
lve da 	略大	c=1 d=3.02859e-07 t=53366
lve dai 	略帶	c=1 d=0.0101529 t=53366
lve qu 	略去	c=1 d=1 t=23623
lve xian 	略顯	c=1 d=2.13421e-07 t=53366
lve you 	略有	c=1 d=4.61881e-31 t=53366
ma 	嗎	c=147 d=4.14223 t=53366
ma 	嘛	c=2 d=0.394554 t=53366
ma 	媽	c=13 d=7.26767e-11 t=53366
ma 	瑪	c=1 d=0.0159614 t=53366
ma 	碼	c=7 d=4.10865e-07 t=53366
ma 	馬	c=6 d=0.503632 t=53366
ma en 	馬恩	c=2 d=6.91553e-07 t=53366
ma er 	馬爾	c=2 d=0.0524663 t=53366
ma er ke fu 	馬爾可夫	c=1 d=0.527292 t=53366
ma er ke fu 	馬爾科夫	c=1 d=1 t=32632
ma er ke si 	馬爾克斯	c=1 d=3.45973e-14 t=53366
ma fan 	麻煩	c=4 d=4.59827e-08 t=53366
ma feng 	馬蜂	c=4 d=3.72312e-29 t=53366
ma feng wo 	馬蜂窩	c=1 d=7.88932e-06 t=53366
ma jia 	馬甲	c=1 d=0.878095 t=53366
ma ke 	馬克	c=0 d=1.29759e-07 t=53366
ma ke fei 	馬克飛	c=1 d=1.3041e-06 t=53366
ma ke si 	馬克思	c=1 d=0.0254765 t=53366
ma lai xi ya 	馬來西亞	c=1 d=1 t=10428
ma li ao 	馬里奧	c=1 d=1 t=23839
ma lv 	碼率	c=1 d=4.87001e-07 t=53366
ma ma 	媽媽	c=1 d=6.49803e-47 t=53366
ma que 	麻雀	c=2 d=0.000206465 t=53366
ma ren 	罵人	c=1 d=0.499074 t=53366
ma sai ke 	馬賽克	c=1 d=1 t=25024
ma shang 	馬上	c=3 d=1 t=51823
ma shu shu 	馬叔叔	c=1 d=2.51664e-05 t=53366
ma si 	馬斯	c=0 d=0.0169483 t=53366
ma si ke 	馬斯克	c=2 d=0.341519 t=53366
ma tong 	馬桶	c=1 d=2.53184e-17 t=53366
ma tou 	碼頭	c=1 d=1 t=47533
ma ye 	媽耶	c=1 d=1 t=37977
ma yi 	螞蟻	c=2 d=0.000982903 t=53366
ma ying jiu 	馬英九	c=1 d=6.03692e-34 t=53366
mai 	埋	c=1 d=2.11729e-31 t=53366
mai 	買	c=30 d=0.809856 t=53366
mai 	賣	c=4 d=0.055299 t=53366
mai cai 	買菜	c=1 d=1 t=45019
mai chu 	邁出	c=1 d=2.15632e-40 t=53366
mai dang lao 	麥當勞	c=1 d=0.697676 t=53366
mai dao 	買到	c=1 d=0.0510474 t=53366
mai duan 	買斷	c=1 d=1 t=42576
mai fang 	買房	c=2 d=0.255243 t=53366
mai fang 	買方	c=1 d=1 t=4086
mai fang 	賣方	c=1 d=4.35294e-10 t=53366
mai guo 	買過	c=1 d=1.1949e-36 t=53366
mai hao 	買好	c=0 d=0.00181334 t=53366
mai hao le 	買好了	c=1 d=0.0182243 t=53366
mai jia 	賣家	c=6 d=2.55964e-07 t=53366
mai ke 	邁克	c=2 d=1.99005 t=37211
mai ke a se 	麥克阿瑟	c=1 d=0.00307331 t=53366
mai ke si 	麥克斯	c=1 d=1.10932e-44 t=53366
mai ke si wei 	麥克斯韋	c=2 d=1.2914 t=53366
mai li 	賣力	c=1 d=2.76745e-05 t=53366
mai li zhong 	麥粒腫	c=1 d=0.0963276 t=53366
mai mai 	買賣	c=2 d=1 t=49669
mai mang 	麥芒	c=1 d=2.6949e-16 t=53366
mai piao 	買票	c=1 d=1 t=45235
mai rou 	賣肉	c=1 d=4.24244e-31 t=53366
mai wan 	買玩	c=1 d=0.00637737 t=53366
mai yi fu 	買衣服	c=1 d=2.25526e-09 t=53366
mai zai 	埋在	c=1 d=0.00050296 t=53366
man 	慢	c=2 d=0.00946646 t=53366
man 	滿	c=2 d=0.0203643 t=53366
man 	漫	c=2 d=3.30581e-08 t=53366
man 	蠻	c=2 d=0.0107269 t=53366
man bu 	漫步	c=1 d=0.000542133 t=53366
man chang 	漫長	c=2 d=1 t=35792
man chuan 	滿船	c=1 d=0.0381969 t=53366
man da jie 	蠻大街	c=1 d=1 t=27003
man de la 	曼德拉	c=1 d=1.74734e-07 t=53366
man fen 	滿分	c=1 d=0.00394621 t=53366
man ha dun 	曼哈頓	c=2 d=0.00142642 t=53366
man hao 	蠻好	c=1 d=0.0192547 t=53366
man heng 	蠻橫	c=1 d=1 t=26044
man hua 	漫畫	c=5 d=0.272532 t=53366
man jin 	蠻進	c=1 d=0.000290183 t=53366
man ku 	蠻苦	c=1 d=3.26391e-05 t=53366
man man 	慢慢	c=3 d=0.458406 t=53366
man man 	滿滿	c=1 d=4.60939e-07 t=53366
man man 	漫漫	c=1 d=0.104874 t=53366
man man zhao 	慢慢找	c=1 d=1 t=52945
man nao zi 	滿腦子	c=3 d=2.91678 t=47148
man pao 	慢跑	c=1 d=2.68977e-23 t=53366
man shi 	滿是	c=1 d=5.39704e-10 t=53366
man tou 	饅頭	c=1 d=1.7956e-05 t=53366
man tou shan 	饅頭山	c=1 d=0.00018046 t=53366
man xia lai 	慢下來	c=1 d=3.04636e-17 t=53366
man xin 	滿心	c=2 d=8.17565e-06 t=53366
man xing 	慢性	c=1 d=1 t=36375
man yan 	蔓延	c=1 d=1 t=30617
man yi 	滿意	c=1 d=1.4962e-05 t=53366
man yi 	蠻夷	c=1 d=0.008271 t=53366
man yi dian 	慢一點	c=1 d=3.41461e-36 t=53366
man yi du 	滿意度	c=2 d=1 t=40665
man you 	漫遊	c=3 d=0.0093633 t=53366
man you you 	慢悠悠	c=1 d=0.00932553 t=53366
man zu 	滿足	c=24 d=5.38128e-05 t=53366
man zu yu 	滿足於	c=1 d=1 t=40128
man zuo 	滿座	c=2 d=8.61731e-06 t=53366
mang 	忙	c=6 d=0.0303955 t=53366
mang guo 	芒果	c=1 d=7.42989e-06 t=53366
mang lu 	忙碌	c=1 d=2.78558e-23 t=53366
mao 	帽	c=6 d=0.71177 t=53366
mao 	毛	c=5 d=0.0283081 t=53366
mao 	貓	c=75 d=1.98493 t=53366
mao 	鉚	c=1 d=1 t=1282
mao bo li 	毛玻璃	c=1 d=1 t=33852
mao chu 	冒出	c=1 d=3.92853e-09 t=53366
mao dun 	矛盾	c=2 d=1.33622 t=4901
mao gou 	貓狗	c=1 d=1 t=47252
mao guan tou 	貓罐頭	c=2 d=1 t=34973
mao jian 	毛尖	c=1 d=4.0169e-06 t=53366
mao jiao 	貓叫	c=1 d=1 t=21612
mao liang 	貓糧	c=16 d=1.99501 t=47204
mao ma 	貓媽	c=1 d=1 t=17566
mao mao 	貓貓	c=1 d=1 t=17555
mao mi 	貓咪	c=1 d=1 t=12342
mao nang 	毛囊	c=1 d=3.21915e-19 t=53366
mao sha 	貓砂	c=1 d=1 t=42433
mao shi 	貓屎	c=1 d=1 t=36297
mao tu ying 	貓禿鷹	c=1 d=4.00027e-16 t=53366
mao wo 	貓窩	c=3 d=1 t=45009
mao xian 	冒險	c=2 d=1.41926e-31 t=53366
mao xian xiao hu dui 	冒險小虎隊	c=1 d=6.27133e-41 t=53366
mao yan 	貓眼	c=1 d=1 t=31362
mao yi 	毛衣	c=10 d=5.12788e-08 t=53366
mao yi 	貿易	c=5 d=4.81628 t=47355
mao yi zhan 	貿易戰	c=1 d=1 t=30294
mao zi 	帽子	c=2 d=1.04929 t=29986
me 	麼	c=8 d=0.869187 t=53366
mei 	妹	c=3 d=0.97531 t=53366
mei 	媚	c=1 d=2.06502e-31 t=53366
mei 	梅	c=2 d=0.566758 t=53366
mei 	每	c=1 d=0.071719 t=53366
mei 	沒	c=68 d=0.958781 t=53366
mei 	煤	c=1 d=2.0615e-11 t=53366
mei 	美	c=9 d=0.059774 t=53366
mei 	莓	c=1 d=0.120633 t=53366
mei ban fa 	沒辦法	c=2 d=4.64528e-10 t=53366
mei bi yao 	沒必要	c=3 d=1 t=42384
mei ci 	每次	c=12 d=0.112478 t=53366
mei cuo 	沒錯	c=3 d=0.672686 t=53366
mei de wei jie fu 	梅德韋傑夫	c=1 d=6.97773e-32 t=53366
mei di 	美帝	c=2 d=0.390628 t=53366
mei duan 	每段	c=1 d=6.64441e-15 t=53366
mei dui qi 	沒對齊	c=1 d=1 t=52702
mei fa 	沒法	c=5 d=0.546074 t=53366
mei fen 	每份	c=1 d=1 t=42506
mei ge 	每個	c=26 d=0.215371 t=53366
mei ge ren 	每個人	c=4 d=8.84219e-05 t=53366
mei gu 	美股	c=1 d=2.75364e-05 t=53366
mei guan xi 	沒關係	c=3 d=1 t=52234
mei guang 	鎂光	c=1 d=0.236928 t=53366
mei gui 	玫瑰	c=1 d=0.010889 t=53366
mei guo 	沒過	c=2 d=1 t=19964
mei guo 	美國	c=45 d=2.86586 t=53366
mei guo ren 	美國人	c=1 d=0.0105145 t=53366
mei hang 	美航	c=1 d=0.00109172 t=53366
mei hang 	美行	c=1 d=0.000925663 t=53366
mei hao 	美好	c=5 d=0.0617291 t=53366
mei hao shi guang 	美好時光	c=1 d=1.66037e-24 t=53366
mei ji tian 	沒幾天	c=1 d=1 t=38648
mei jie 	媒介	c=1 d=1.49798e-19 t=53366
mei jin 	美金	c=2 d=0.0390959 t=53366
mei jing 	美景	c=4 d=6.23465e-17 t=53366
mei ju 	美劇	c=5 d=0.000266473 t=53366
mei kan dao 	沒看到	c=2 d=1 t=22958
mei kuai 	每塊	c=1 d=1 t=6372
mei lan 	魅藍	c=2 d=0.0963902 t=53366
mei le 	沒了	c=1 d=3.04325e-05 t=53366
mei li 	美麗	c=6 d=2.5742e-06 t=53366
mei liao dao 	沒料到	c=1 d=0.0235177 t=53366
mei lin 	梅林	c=1 d=1 t=43704
mei long 	梅龍	c=3 d=0.181557 t=53366
mei luan yong 	沒卵用	c=1 d=1 t=52494
mei mei 	妹妹	c=2 d=1.93183e-33 t=53366
mei mei 	美美	c=1 d=8.28227e-19 t=53366
mei nian 	每年	c=4 d=0.820515 t=53366
mei nv 	美女	c=3 d=0.0151913 t=53366
mei ren 	沒人	c=3 d=4.26892e-16 t=53366
mei ren yu 	美人魚	c=2 d=1.58235e-09 t=53366
mei ri 	每日	c=2 d=0.104454 t=53366
mei sha 	沒啥	c=1 d=1 t=48952
mei shao nv 	美少女	c=1 d=1.83781e-42 t=53366
mei shen me 	沒什麼	c=3 d=0.000804733 t=53366
mei shi 	沒事	c=9 d=0.132347 t=53366
mei shi 	美食	c=1 d=4.70891e-23 t=53366
mei shi guo 	沒試過	c=1 d=1 t=14705
mei shi jia 	美食家	c=4 d=0.00598005 t=53366
mei shui 	沒睡	c=1 d=4.72608e-07 t=53366
mei si 	沒死	c=1 d=0.000841773 t=53366
mei ti 	媒體	c=1 d=1 t=47217
mei tian 	每天	c=5 d=8.27663e-11 t=53366
mei tian 	沒填	c=1 d=1 t=6698
mei tuan 	美團	c=3 d=1.15445 t=53366
mei wan 	每晚	c=1 d=1 t=30669
mei wei 	美味	c=5 d=1.51984e-13 t=53366
mei wen ti 	沒問題	c=10 d=0.0274918 t=53366
mei xi 	沒戲	c=1 d=1 t=6648
mei xiang 	沒想	c=0 d=2.56085e-05 t=53366
mei xiang dao 	沒想到	c=2 d=5.67375e-10 t=53366
mei xiang hao 	沒想好	c=1 d=0.000257369 t=53366
mei xing qu 	沒興趣	c=1 d=1.81767e-30 t=53366
mei ya 	美亞	c=1 d=0.0459593 t=53366
mei yao 	沒要	c=1 d=2.50537e-11 t=53366
mei ye 	每頁	c=1 d=6.91558e-15 t=53366
mei yi 	每一	c=0 d=5.52784e-28 t=53366
mei yi bu 	每一步	c=1 d=0.00155699 t=53366
mei yi ci 	每一次	c=3 d=1 t=27388
mei yi ge 	每一個	c=16 d=1.45477 t=53366
mei yi jian 	每一間	c=1 d=5.55555e-27 t=53366
mei yi si 	沒意思	c=1 d=4.75528e-50 t=53366
mei yi tian 	每一天	c=2 d=1.91782e-05 t=53366
mei yi xiang 	每一項	c=1 d=1 t=4992
mei yong 	沒用	c=1 d=0.00042433 t=53366
mei yong guo 	沒用過	c=1 d=5.5758e-11 t=53366
mei you 	沒有	c=149 d=1.7694 t=53366
mei you guo 	沒有過	c=1 d=1 t=52337
mei you le 	沒有了	c=1 d=0.000393669 t=53366
mei you ren 	沒有人	c=2 d=0.254107 t=53366
mei you shuo 	沒有說	c=1 d=1 t=41630
mei yuan 	美元	c=5 d=0.214574 t=53366
mei yuan 	美院	c=1 d=6.88438e-50 t=53366
mei zai 	沒在	c=1 d=1 t=52355
mei zhang 	每張	c=1 d=1 t=31089
mei zhong 	每種	c=1 d=1.07565e-05 t=53366
mei zhong bu zu 	美中不足	c=1 d=1.40395e-21 t=53366
mei zhou 	每週	c=1 d=1 t=53366
mei zhu yi 	沒主意	c=1 d=3.77835e-21 t=53366
mei zi 	妹子	c=4 d=2.55054e-34 t=53366
mei zu 	魅族	c=3 d=1 t=53366
mei zuo 	沒做	c=1 d=4.86918e-05 t=53366
men 	們	c=14 d=0.825945 t=53366
men 	悶	c=2 d=4.9804e-06 t=53366
men 	門	c=6 d=0.00831246 t=53366
men hu 	門戶	c=4 d=0.343548 t=53366
men ka 	門卡	c=0 d=0.0126186 t=53366
men kan 	門檻	c=1 d=1 t=41608
men kou 	門口	c=1 d=1 t=32301
men kuang 	門框	c=1 d=1 t=44925
men me 	們麼	c=1 d=1 t=1692
men mian 	門面	c=0 d=0.0287941 t=53366
men piao 	門票	c=1 d=0.000902809 t=53366
men qian 	門前	c=1 d=5.07307e-17 t=53366
men shang 	門上	c=1 d=2.37655e-37 t=53366
men sheng 	悶聲	c=1 d=1 t=44662
men suo 	門鎖	c=1 d=1 t=34723
men tou 	門頭	c=1 d=0.00052611 t=53366
men wai 	門外	c=2 d=1 t=43476
men wei 	門衛	c=1 d=1 t=49509
meng 	夢	c=5 d=2.97025 t=53366
meng 	孟	c=4 d=1.31822 t=47395
meng 	懵	c=1 d=0.856415 t=53366
meng 	猛	c=1 d=1 t=51651
meng 	萌	c=4 d=0.00017513 t=53366
meng gu 	蒙古	c=1 d=0.000405658 t=53366
meng huan 	夢幻	c=2 d=9.06658e-17 t=53366
meng jun 	盟軍	c=2 d=4.33181e-32 t=53366
meng nan 	猛男	c=10 d=4.01509 t=52245
meng xiang 	夢想	c=5 d=1.03865e-05 t=53366
meng you 	夢遊	c=1 d=5.3683e-06 t=53366
meng zhong 	夢中	c=1 d=0.97531 t=53366
mi 	密	c=2 d=1 t=52422
mi 	彌	c=2 d=1 t=14999
mi 	眯	c=1 d=1.57752e-10 t=53366
mi 	米	c=2 d=0.0471227 t=53366
mi 	迷	c=4 d=1.03865e-05 t=53366
mi bu 	彌補	c=1 d=1 t=50142
mi bu ke fen 	密不可分	c=1 d=1 t=49875
mi du 	密度	c=3 d=2.59417e-09 t=53366
mi gong 	迷宮	c=3 d=0.995012 t=53366
mi huan 	迷幻	c=1 d=9.25821e-06 t=53366
mi huang 	米黃	c=1 d=1 t=8170
mi ji 	密集	c=2 d=1 t=37424
mi ling 	密令	c=1 d=7.71289e-34 t=53366
mi lu 	迷路	c=1 d=2.90025e-27 t=53366
mi ma 	密碼	c=14 d=0.544625 t=53366
mi ma xue 	密碼學	c=2 d=1.81058 t=3387
mi mi 	祕密	c=6 d=0.402524 t=53366
mi pu 	密鋪	c=2 d=1.2982 t=28192
mi ren 	迷人	c=1 d=1.69599e-09 t=53366
mi shi 	迷失	c=1 d=1.94314e-38 t=53366
mi shi zi ji 	迷失自己	c=1 d=2.09259e-40 t=53366
mi wang 	迷惘	c=1 d=0.0102037 t=53366
mi yao 	密鑰	c=2 d=3.80453e-14 t=53366
mi yi yang 	謎一樣	c=1 d=1.84702e-42 t=53366
mi zi 	米字	c=1 d=1.80362e-27 t=53366
mian 	免	c=1 d=1 t=38098
mian 	棉	c=2 d=0.634448 t=53366
mian 	麪	c=16 d=0.895834 t=53366
mian ban 	面板	c=4 d=7.016e-07 t=53366
mian de 	免得	c=1 d=0.000164106 t=53366
mian dian 	緬甸	c=1 d=0.00051312 t=53366
mian dui 	面對	c=3 d=0.00375379 t=53366
mian fei 	免費	c=6 d=0.442821 t=53366
mian fei ban 	免費版	c=1 d=1 t=52218
mian ji 	面積	c=1 d=3.43125e-05 t=53366
mian jin 	麪筋	c=4 d=3.94565 t=19564
mian jing 	麪精	c=1 d=1.50493e-44 t=53366
mian ju 	面具	c=1 d=1 t=47680
mian le yi ge 	麪了一個	c=1 d=1 t=6638
mian lin 	面臨	c=1 d=1.17531e-18 t=53366
mian mian 	面面	c=2 d=1.9802 t=18645
mian mo 	面膜	c=6 d=3.1302 t=24582
mian qian 	面前	c=3 d=0.0435593 t=53366
mian qian 	麪簽	c=1 d=4.65492e-05 t=53366
mian sha 	面紗	c=1 d=3.62329e-28 t=53366
mian shi 	面試	c=25 d=0.213312 t=53366
mian shi guan 	面試官	c=3 d=1 t=36833
mian shui 	免稅	c=2 d=0.225373 t=53366
mian shui dian 	免稅店	c=1 d=0.214381 t=53366
mian tan 	面癱	c=1 d=1.65181e-22 t=53366
mian tiao 	麪條	c=1 d=0.217621 t=53366
mian xiang 	面向	c=49 d=0.701173 t=53366
mian xiu 	免修	c=6 d=1.12011e-32 t=53366
mian you 	面油	c=1 d=0.000208619 t=53366
mian zhi 	面值	c=2 d=1.79322e-10 t=53366
mian zi 	面子	c=1 d=0.021068 t=53366
miao 	妙	c=4 d=0.000113922 t=53366
miao 	廟	c=2 d=3.84359e-08 t=53366
miao sha 	秒殺	c=2 d=3.40035e-08 t=53366
miao shu 	描述	c=65 d=1.17933 t=53366
miao shu cheng 	描述成	c=1 d=1 t=29076
miao xiao 	渺小	c=1 d=0.0258615 t=53366
miao zhun 	瞄準	c=1 d=0.0564161 t=53366
mie 	滅	c=2 d=0.819885 t=53366
min 	敏	c=1 d=4.62054e-06 t=53366
min 	民	c=2 d=0.0254788 t=53366
min gan 	敏感	c=2 d=0.117655 t=53366
min gan xing 	敏感性	c=1 d=1.2111e-18 t=53366
min guo 	民國	c=3 d=2.94568e-05 t=53366
min guo da shi guan 	民國大使館	c=1 d=0.000296045 t=53366
min jian 	民間	c=1 d=5.08274e-10 t=53366
min jie 	敏捷	c=0 d=0.0357007 t=53366
min jie xing 	敏捷型	c=1 d=0.358796 t=53366
min ju 	民居	c=1 d=0.000167421 t=53366
min zhu 	民主	c=1 d=1 t=17122
ming 	名	c=12 d=0.143704 t=53366
ming 	命	c=1 d=1 t=1343
ming 	明	c=7 d=0.352841 t=53366
ming an 	明暗	c=1 d=0.0026852 t=53366
ming bai 	明白	c=4 d=0.0415857 t=53366
ming cheng 	名稱	c=5 d=0.696394 t=53366
ming ci 	名詞	c=2 d=1.3219e-44 t=53366
ming da 	明達	c=0 d=6.70548e-06 t=53366
ming dan 	名單	c=2 d=1.97045 t=45126
ming diao 	明調	c=1 d=0.1764 t=53366
ming dong 	明洞	c=1 d=1 t=49716
ming e 	名額	c=2 d=0.000399619 t=53366
ming er 	明兒	c=1 d=1 t=20788
ming gui 	名貴	c=1 d=0.00412784 t=53366
ming guo 	明國	c=0 d=2.84031e-47 t=53366
ming hua 	名畫	c=3 d=0.0116411 t=53366
ming hua jia 	名畫家	c=1 d=0.0049667 t=53366
ming jiao 	明膠	c=1 d=0.301194 t=53366
ming liao 	明瞭	c=1 d=1.30025e-30 t=53366
ming ling 	命令	c=5 d=0.276006 t=53366
ming ling hang 	命令行	c=1 d=1.20609e-28 t=53366
ming ming 	命名	c=3 d=0.343009 t=53366
ming ming 	明明	c=1 d=1 t=38414
ming nian 	明年	c=6 d=0.000349153 t=53366
ming pian 	名片	c=12 d=0.331151 t=53366
ming que 	明確	c=15 d=0.631284 t=53366
ming que hua 	明確化	c=2 d=1.97045 t=22194
ming su 	名宿	c=1 d=0.00017252 t=53366
ming tai 	明臺	c=1 d=1.28577e-16 t=53366
ming tian 	明天	c=18 d=0.810584 t=53366
ming wei 	名爲	c=3 d=0.765632 t=53366
ming xi 	明細	c=7 d=0.935839 t=53366
ming xian 	明顯	c=7 d=0.0250972 t=53366
ming xin pian 	明信片	c=3 d=0.786628 t=53366
ming xing 	明星	c=1 d=0.136695 t=53366
ming yan 	名言	c=1 d=1 t=5305
ming yi 	名義	c=3 d=1.78663 t=50471
ming yue 	明月	c=1 d=1 t=24007
ming yun 	命運	c=1 d=1 t=34716
ming zhen tan 	名偵探	c=9 d=0.531613 t=53366
ming zhi dao 	明知道	c=1 d=1 t=20706
ming zhi gu fan 	明知故犯	c=1 d=0.0295994 t=53366
ming zhu 	明珠	c=2 d=2.92829e-44 t=53366
ming zi 	名字	c=6 d=0.682732 t=53366
mo 	墨	c=1 d=2.26695e-11 t=53366
mo 	摸	c=1 d=1 t=24248
mo 	模	c=1 d=6.91087e-07 t=53366
mo 	沒	c=1 d=1 t=34856
mo 	膜	c=7 d=0.107606 t=53366
mo 	魔	c=1 d=0.278037 t=53366
mo 	默	c=1 d=1 t=32044
mo ban 	模板	c=5 d=0.0850088 t=53366
mo cha 	抹茶	c=2 d=1.99005 t=38162
mo chua 	莫欻	c=2 d=1 t=26901
mo chuang 	磨牀	c=2 d=1.22091 t=52965
mo di 	摸底	c=1 d=4.7375e-06 t=53366
mo er 	摩爾	c=3 d=1.90937 t=37804
mo fang 	模仿	c=3 d=4.94529e-11 t=53366
mo fang 	魔方	c=4 d=0.258925 t=53366
mo fei 	莫非	c=2 d=1.60436e-32 t=53366
mo fen 	磨粉	c=2 d=6.72284e-06 t=53366
mo gan shan 	莫干山	c=6 d=0.00194013 t=53366
mo ge 	膜各	c=1 d=1 t=26662
mo he 	墨盒	c=19 d=1.14427 t=53366
mo hu 	模糊	c=4 d=0.398388 t=53366
mo hu ji he 	模糊集合	c=1 d=0.451581 t=53366
mo ji 	墨跡	c=1 d=1 t=30904
mo jie zuo 	摩羯座	c=1 d=3.29997e-46 t=53366
mo jing 	墨鏡	c=2 d=1 t=29983
mo jing 	魔鏡	c=1 d=1 t=20747
mo ju 	模具	c=6 d=0.0176287 t=53366
mo kuai 	模塊	c=57 d=1.82461 t=53366
mo li 	茉莉	c=1 d=1.09414e-29 t=53366
mo li hua 	茉莉花	c=1 d=1.08646e-05 t=53366
mo luo ge 	摩洛哥	c=1 d=1 t=49185
mo ming 	莫名	c=1 d=1 t=21930
mo ming qi miao 	莫名其妙	c=1 d=9.01062e-40 t=53366
mo mo 	陌陌	c=1 d=0.148823 t=53366
mo nai 	莫奈	c=3 d=0.00664551 t=53366
mo ni 	模擬	c=8 d=0.73152 t=53366
mo ni qi 	模擬器	c=2 d=0.00516939 t=53366
mo ren 	默認	c=15 d=1.0315 t=53366
mo sheng 	陌生	c=1 d=0.144424 t=53366
