# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	23402
#@/user_id	sky_mac
a 	啊	c=0 d=4.75447e-49 t=23402
ni neng 	你能	c=1 d=0.000153011 t=23402
ni ni 	泥泥	c=1 d=4.75219e-13 t=23402
ni qiu 	泥鰍	c=1 d=0.0968105 t=23402
ni qu 	你去	c=1 d=1 t=19822
ni shi 	你是	c=2 d=0.900325 t=23402
ni shuo 	你說	c=1 d=2.41953e-42 t=23402
ni shuo shuo kan 	你說說看	c=1 d=1.02703e-49 t=23402
ni xiang 	你想	c=1 d=1.81674e-24 t=23402
ni xiang 	逆向	c=1 d=1.80025e-05 t=23402
ni xiang yao 	你想要	c=1 d=3.8123e-38 t=23402
ni yao 	你要	c=1 d=0.000796726 t=23402
ni ye ke 	你也可	c=1 d=3.57239e-38 t=23402
ni yi jing 	你已經	c=2 d=0.0430669 t=23402
ni yi qian 	你以前	c=1 d=4.99244e-05 t=23300
ni ying gai 	你應該	c=1 d=0.075774 t=23402
ni zai 	你在	c=1 d=1.39215e-10 t=23300
ni zhe bian 	你這邊	c=2 d=0.666434 t=23402
nian 	年	c=29 d=1.09213 t=23402
nian dai 	年代	c=2 d=0.00147405 t=23300
nian du 	年度	c=9 d=0.0633675 t=23402
nian fei 	年費	c=1 d=1.50784e-08 t=23402
nian hua 	年華	c=1 d=0.118245 t=23402
nian hui 	年會	c=9 d=0.587537 t=23402
nian ji 	年紀	c=1 d=7.34071e-11 t=23300
nian ling 	年齡	c=1 d=4.15476e-50 t=23402
nian qing 	年青	c=1 d=2.01547e-10 t=23300
nian tou 	念頭	c=1 d=3.52891e-41 t=23402
nian tu 	粘土	c=2 d=1.7872e-37 t=23402
nian yu 	鯰魚	c=3 d=0.0944769 t=23402
nian zhi 	粘滯	c=1 d=1.70356e-32 t=23402
nian zhong 	年終	c=1 d=0.00594622 t=23402
nian zhong jiang 	年終獎	c=1 d=0.00603608 t=23402
niang 	娘	c=1 d=5.13017e-31 t=23402
niao 	尿	c=1 d=1.59332e-39 t=23402
niao 	鳥	c=4 d=0.0537944 t=23402
niao dou 	尿兜	c=1 d=0.00289433 t=23300
nie 	涅	c=1 d=5.81621e-37 t=23402
nie ge 	鎳鎘	c=2 d=2.15646e-33 t=23402
nie zao 	捏造	c=1 d=6.08909e-47 t=23402
nie zi 	鑷子	c=1 d=3.12178e-40 t=23402
nin 	您	c=24 d=0.476612 t=23402
nin de 	您的	c=1 d=3.59652e-29 t=23402
nin hao 	您好	c=73 d=2.25689 t=23402
nin he 	您和	c=1 d=3.4555e-29 t=23402
nin kan 	您看	c=1 d=4.04322e-24 t=23402
ning bo 	寧波	c=2 d=0.107118 t=23402
ning meng 	檸檬	c=1 d=4.05852e-39 t=23402
niu 	牛	c=3 d=0.279431 t=23402
niu 	紐	c=1 d=2.40247e-47 t=23402
niu 	鈕	c=1 d=3.30862e-18 t=23402
niu bi 	牛比	c=1 d=2.98299e-05 t=23402
niu bi 	牛逼	c=1 d=0.798516 t=23402
niu dun 	牛頓	c=1 d=0.00451658 t=23402
niu jin 	牛津	c=4 d=1.90727 t=23402
niu kou 	鈕釦	c=1 d=1 t=22949
niu nai 	牛奶	c=1 d=1.97489e-06 t=23402
niu niu 	牛牛	c=3 d=0.036453 t=23300
niu qu 	扭曲	c=3 d=0.48293 t=23402
niu rou 	牛肉	c=2 d=0.435292 t=23402
niu shang 	扭傷	c=2 d=0.16415 t=23402
niu yue 	紐約	c=3 d=1.93124 t=23402
nong 	弄	c=9 d=0.965654 t=23402
nong bao 	膿皰	c=1 d=0.16696 t=23402
nong hang 	農行	c=3 d=0.13332 t=23402
nong hou 	濃厚	c=1 d=0.115325 t=23402
nong li 	農曆	c=2 d=1.45336e-31 t=23402
nong ming bai 	弄明白	c=1 d=1.44493e-36 t=23402
nong nong 	弄弄	c=1 d=1.383e-50 t=23402
nu 	怒	c=1 d=1.55779e-09 t=23300
nu li 	努力	c=5 d=0.802519 t=23402
nuan 	暖	c=1 d=3.4753e-08 t=23300
nuan qi 	暖氣	c=1 d=0.00304273 t=23402
nuo 	諾	c=1 d=0.380983 t=23402
nuo ji ya 	諾基亞	c=1 d=0.818731 t=23402
nuo wei 	挪威	c=1 d=1.32219e-21 t=23402
nv 	女	c=7 d=0.0758519 t=23402
nv bo shi 	女博士	c=1 d=4.5008e-50 t=23402
nv de 	女的	c=1 d=3.85455e-50 t=23402
nv er 	女兒	c=1 d=6.84793e-17 t=23402
nv hai 	女孩	c=3 d=0.000350903 t=23402
nv peng you 	女朋友	c=1 d=5.82947e-05 t=23300
nv sheng 	女生	c=4 d=0.882268 t=23402
nv xing 	女性	c=2 d=0.557265 t=23300
nv you 	女友	c=4 d=0.463013 t=23402
nv zhu 	女主	c=6 d=8.39886e-07 t=23402
o 	哦	c=5 d=0.332871 t=23402
o 	噢	c=1 d=1.11147e-08 t=23402
ou da 	毆打	c=1 d=0.937067 t=23300
ou er 	偶爾	c=5 d=0.011982 t=23402
ou he 	耦合	c=4 d=6.7904e-06 t=23402
ou pai 	偶派	c=1 d=1.15718e-41 t=23402
ou ran 	偶然	c=1 d=3.63588e-10 t=23300
ou shu 	偶數	c=1 d=2.43008e-05 t=23402
ou zhou 	歐洲	c=2 d=0.985112 t=23402
pa 	怕	c=1 d=3.3552e-06 t=23402
pa 	扒	c=0 d=0.0408608 t=23402
pa chong 	爬蟲	c=1 d=4.63171e-05 t=23402
pa ji 	扒雞	c=1 d=0.0109985 t=23402
pai 	拍	c=15 d=0.570467 t=23402
pai 	排	c=3 d=0.154124 t=23402
pai 	派	c=3 d=7.34946e-25 t=23402
pai ban 	排版	c=3 d=0.506946 t=23402
pai chu suo 	派出所	c=1 d=1 t=23238
pai dui 	排隊	c=2 d=0.000159256 t=23300
pai hang 	排行	c=1 d=0.57695 t=23402
pai lian 	排練	c=2 d=0.0639855 t=23402
pai lie 	排列	c=2 d=0.00782838 t=23402
pai mai 	拍賣	c=3 d=0.251684 t=23402
pai pai 	拍拍	c=1 d=0.951229 t=23402
pai qian 	派遣	c=4 d=0.0264674 t=23402
pai tai 	拍太	c=1 d=0.0675424 t=23300
pai xia 	拍下	c=1 d=0.00211225 t=23402
pai xu 	排序	c=4 d=2.32796e-12 t=23402
pai zhao 	拍照	c=1 d=0.346456 t=23402
pai zi 	牌子	c=2 d=1.3489e-21 t=23402
pan 	潘	c=2 d=1.94112e-09 t=23402
pan 	盤	c=8 d=0.826959 t=23402
pan 	盼	c=1 d=2.45492e-07 t=23402
pan bie 	判別	c=1 d=1 t=22312
pan duan 	判斷	c=4 d=0.67032 t=23402
pang 	旁	c=2 d=0.00961011 t=23402
pang 	胖	c=3 d=4.0169e-06 t=23402
pang 	龐	c=2 d=0.0195098 t=23300
pang bian 	旁邊	c=1 d=7.83371e-11 t=23300
pang ci 	胖此	c=1 d=5.87166e-31 t=23402
pang da 	龐大	c=1 d=1.93341e-21 t=23402
pang ke 	龐克	c=0 d=0.00430669 t=23402
pang niao 	胖鳥	c=1 d=3.38892e-06 t=23300
pang pang 	胖胖	c=1 d=0.000131041 t=23300
pang xie 	螃蟹	c=1 d=3.34006e-41 t=23402
pang you 	旁游	c=1 d=0.0225956 t=23300
pao 	炮	c=1 d=2.00399e-31 t=23402
pao 	跑	c=3 d=0.625002 t=23402
pao bu 	跑步	c=2 d=0.0103063 t=23402
pao chu 	拋出	c=1 d=3.40579e-35 t=23402
pao ku 	跑酷	c=1 d=1.54733e-18 t=23402
pao pao 	泡泡	c=1 d=6.37282e-24 t=23402
pao pao 	跑跑	c=1 d=2.06649e-10 t=23300
pao qi 	拋棄	c=1 d=4.25776e-44 t=23402
pao qu 	跑去	c=1 d=6.02133e-33 t=23402
pao wu xian 	拋物線	c=2 d=1.24939e-23 t=23402
pao xie 	跑鞋	c=1 d=0.124307 t=23402
pei 	佩	c=1 d=6.22203e-07 t=23402
pei 	培	c=1 d=1 t=22899
pei 	配	c=3 d=1.81911 t=23402
pei bi 	配比	c=3 d=3.98655e-05 t=23402
pei dui 	配對	c=1 d=2.73554e-45 t=23402
pei he 	配合	c=2 d=0.0116882 t=23402
pei he kai fa 	配合開發	c=1 d=0.00637737 t=23402
pei jian 	配件	c=2 d=1.7093e-05 t=23402
pei liao 	配料	c=1 d=1 t=19966
pei xun 	培訓	c=1 d=3.39642e-32 t=23402
pei yang 	培養	c=2 d=5.37799e-19 t=23402
pei zhi 	配置	c=17 d=1.41301 t=23402
pei zhong 	配重	c=3 d=2.27309e-37 t=23402
pen 	噴	c=1 d=0.0376283 t=23402
pen you 	噴油	c=1 d=1 t=20660
peng 	彭	c=12 d=0.0555762 t=23402
peng 	碰	c=1 d=0.000258659 t=23402
peng 	鵬	c=1 d=3.58919e-05 t=23402
peng dao 	碰到	c=2 d=0.359148 t=23300
peng ke 	朋克	c=1 d=7.21129e-37 t=23402
peng lao 	彭老	c=1 d=1 t=19304
peng lao shi 	彭老師	c=6 d=0.000128446 t=23402
peng lao shi nin hao 	彭老師您好	c=1 d=3.37019e-29 t=23402
peng peng 	蓬蓬	c=1 d=2.39301e-30 t=23402
peng tou 	碰頭	c=1 d=2.60044e-08 t=23300
peng you 	朋友	c=7 d=0.0673085 t=23402
peng yun qi 	碰運氣	c=1 d=1 t=19882
pi 	俾	c=1 d=6.77265e-34 t=23402
pi 	屁	c=1 d=1.94979e-32 t=23402
pi 	蜱	c=1 d=6.87501e-34 t=23402
pi bei 	疲憊	c=1 d=0.0146986 t=23402
pi fu 	皮膚	c=3 d=0.786628 t=23402
pi ge 	皮革	c=1 d=1 t=22956
pi hua ting 	皮划艇	c=1 d=1.42711e-37 t=23402
pi jiu 	啤酒	c=7 d=1.2962e-07 t=23402
pi juan 	疲倦	c=1 d=4.7975e-07 t=23300
pi liang 	批量	c=1 d=8.98765e-10 t=23300
pi pan 	批判	c=1 d=4.55174e-06 t=23300
pi pei 	匹配	c=21 d=1.55953 t=23402
pi pei qi 	匹配器	c=1 d=2.64145e-45 t=23402
pi ping 	批評	c=3 d=8.32845e-48 t=23402
pi qi 	脾氣	c=1 d=0.0127147 t=23402
pi sa 	批薩	c=0 d=4.21195e-06 t=23300
pi sa dian 	批薩店	c=1 d=4.23306e-05 t=23300
pi wei 	脾胃	c=1 d=9.85751e-38 t=23402
pi xia 	皮下	c=1 d=1.10551e-33 t=23402
pi xiu 	匹休	c=1 d=2.91677e-35 t=23402
pi xiu 	貔貅	c=1 d=2.90223e-35 t=23402
pi zhu 	批註	c=4 d=7.12678e-30 t=23402
pian 	偏	c=2 d=0.000448321 t=23402
pian 	片	c=5 d=0.00251823 t=23402
pian 	篇	c=1 d=0.650509 t=23402
pian 	騙	c=1 d=5.07118e-42 t=23402
pian cha 	偏差	c=2 d=2.33878e-25 t=23402
pian fu 	篇幅	c=1 d=1 t=20821
pian gao 	偏高	c=2 d=0.0247235 t=23300
pian guo 	騙過	c=1 d=0.00273944 t=23300
pian hao 	偏好	c=1 d=3.81243e-09 t=23402
pian li 	偏離	c=1 d=1.77188e-24 t=23402
pian ren 	騙人	c=1 d=0.0291588 t=23402
pian shu 	騙術	c=1 d=0.0301974 t=23402
pian tou 	片頭	c=2 d=3.99606e-33 t=23402
pian wei 	片尾	c=7 d=0.275271 t=23402
pian xiang 	偏向	c=1 d=0.0584257 t=23402
pian xin 	偏心	c=1 d=1 t=19636
pian yi 	便宜	c=3 d=0.000884932 t=23402
pian yi 	偏移	c=1 d=3.29661e-34 t=23402
pian yi dian 	便宜點	c=1 d=0.00408677 t=23402
pian yu 	偏於	c=1 d=1.97583e-41 t=23402
pian zhi 	偏執	c=1 d=8.91641e-34 t=23402
pian zi 	片子	c=1 d=7.39385e-37 t=23402
pian zi 	騙子	c=1 d=0.0303487 t=23402
piao 	票	c=5 d=0.552075 t=23402
piao jia 	票價	c=1 d=0.000675539 t=23402
piao liang 	漂亮	c=6 d=0.937067 t=23402
pin 	品	c=2 d=0.0963276 t=23402
pin 	拼	c=3 d=7.45039e-09 t=23300
pin 	頻	c=2 d=0.778801 t=23402
pin chang 	品嚐	c=1 d=4.28362e-27 t=23402
pin cou 	拼湊	c=1 d=2.67864e-33 t=23402
pin du 	頻度	c=2 d=1.05879e-15 t=23402
pin lv 	頻率	c=2 d=0.249075 t=23402
pin pai 	品牌	c=1 d=7.61797e-06 t=23402
pin shan 	頻閃	c=1 d=4.58547e-34 t=23402
pin tie 	拼貼	c=1 d=1.36644e-26 t=23402
pin tuo 	品脫	c=1 d=1.6558e-21 t=23402
pin xie 	拼寫	c=3 d=0.000249763 t=23300
pin yin 	拼音	c=2 d=0.362402 t=23402
pin yin shu ru fa 	拼音輸入法	c=1 d=6.79271e-10 t=23300
pin zhi 	品質	c=1 d=0.167797 t=23402
pin zhong 	品種	c=1 d=1.09039e-18 t=23402
ping 	屏	c=1 d=1.18688e-45 t=23402
ping 	平	c=4 d=0.126186 t=23402
ping 	瓶	c=1 d=4.2322e-32 t=23402
ping 	評	c=1 d=3.2398e-06 t=23402
ping di 	平地	c=0 d=5.82928e-35 t=23402
ping di 	平底	c=2 d=0.010358 t=23402
ping di shuai 	平地摔	c=2 d=3.08604e-32 t=23402
ping fan 	平凡	c=1 d=2.43837e-45 t=23402
ping gu 	評估	c=2 d=0.101774 t=23402
ping guo 	蘋果	c=11 d=0.868021 t=23402
ping heng 	平衡	c=4 d=0.226758 t=23402
ping ji 	評級	c=4 d=0.133989 t=23402
ping ji tui jian liu cheng 	評級推薦流程	c=1 d=0.00597602 t=23402
ping jia 	評價	c=35 d=0.68618 t=23402
ping jia zhi 	評價值	c=1 d=9.96029e-13 t=23402
ping jiang 	評獎	c=0 d=6.62162e-05 t=23402
ping jiang ping you 	評獎評優	c=1 d=0.000665481 t=23402
ping lun 	評論	c=3 d=0.00568457 t=23402
ping mian 	平面	c=1 d=0.123687 t=23402
ping mu 	屏幕	c=8 d=1.11779 t=23402
ping mu shang 	屏幕上	c=1 d=0.13332 t=23402
ping pan 	評判	c=1 d=9.95351e-05 t=23402
ping pang 	乒乓	c=1 d=2.13973e-08 t=23300
ping shen 	評審	c=2 d=9.12192e-08 t=23402
ping shen me 	憑什麼	c=1 d=3.26836e-21 t=23402
ping shi 	平時	c=2 d=4.72688e-09 t=23402
ping tai 	平臺	c=117 d=1.41138 t=23402
ping wen 	平穩	c=1 d=1 t=23402
ping xing 	平行	c=2 d=0.00274811 t=23402
ping yong 	平庸	c=1 d=2.48763e-45 t=23402
ping you 	評優	c=0 d=6.62162e-05 t=23402
ping zheng 	憑證	c=5 d=0.427039 t=23402
po 	破	c=2 d=1.86914e-35 t=23402
po an 	破案	c=1 d=1.53799e-35 t=23402
po bu ji dai 	迫不及待	c=1 d=0.142274 t=23402
po duo 	頗多	c=2 d=0.191092 t=23402
po jiang 	迫降	c=1 d=1.06495e-05 t=23402
po jie 	破解	c=3 d=1.99501 t=23402
po jiu 	破舊	c=1 d=0.245367 t=23300
po lan 	破爛	c=1 d=1 t=23402
po shi 	迫使	c=1 d=8.85204e-37 t=23402
po song 	泊松	c=3 d=0.0182457 t=23402
pou xi 	剖析	c=1 d=1.23982e-29 t=23402
pu 	普	c=5 d=0.257947 t=23402
pu 	浦	c=1 d=0.847894 t=23402
pu 	譜	c=2 d=1 t=23402
pu 	鋪	c=2 d=1.07085e-32 t=23402
pu bian 	普遍	c=4 d=1 t=23402
pu dian 	鋪墊	c=1 d=1.66004e-51 t=23402
pu dong 	浦東	c=12 d=1.4655 t=23402
pu jin 	普金	c=1 d=0.429557 t=23300
pu jing 	普京	c=1 d=0.000520875 t=23402
pu shi 	普適	c=1 d=0.726149 t=23300
pu shu 	朴樹	c=1 d=2.76792e-07 t=23402
pu tian 	莆田	c=1 d=2.83307e-16 t=23402
pu tong 	普通	c=11 d=1 t=23402
pu tong fa piao 	普通發票	c=1 d=0.0156858 t=23402
pu tong ren 	普通人	c=1 d=2.94198e-48 t=23402
pu xiao 	普小	c=0 d=0.0226502 t=23402
pu yi 	溥儀	c=2 d=2.99182e-32 t=23402
pu zi 	譜子	c=1 d=0.99005 t=23402
qi 	七	c=2 d=2.74747e-08 t=23402
qi 	其	c=26 d=1.00074 t=23402
qi 	器	c=16 d=1.5164 t=23402
qi 	期	c=4 d=0.0326152 t=23402
qi 	氣	c=2 d=0.00196945 t=23300
qi 	琦	c=1 d=0.0125881 t=23402
qi 	綺	c=4 d=0.0639279 t=23300
qi 	起	c=5 d=0.00994561 t=23402
qi 	騎	c=1 d=0.0322254 t=23300
qi 	齊	c=1 d=1.09794e-11 t=23402
qi bao 	七寶	c=0 d=0.00140519 t=23402
qi bao dao 	七寶刀	c=2 d=0.0317198 t=23402
qi bu lai 	起不來	c=1 d=1.31108e-10 t=23300
qi cao 	起草	c=2 d=2.78351e-36 t=23402
qi che 	汽車	c=14 d=0.245367 t=23402
qi che 	騎車	c=6 d=0.0776434 t=23402
qi chuang 	起牀	c=2 d=1.28956e-06 t=23300
qi ci 	其次	c=3 d=1 t=23402
qi dai 	期待	c=6 d=0.191477 t=23402
qi dao 	起到	c=3 d=0.280832 t=23300
qi dian 	起點	c=0 d=0.0511709 t=23402
qi dong 	啓動	c=6 d=0.462348 t=23402
qi fa 	啓發	c=7 d=2.22202 t=23402
qi fa shi 	啓發式	c=5 d=0.532592 t=23402
qi fei 	起飛	c=1 d=0.08291 t=23402
qi gang 	氣缸	c=7 d=0.0714971 t=23300
qi guai 	奇怪	c=2 d=1 t=23402
qi he 	契合	c=1 d=1.76972e-39 t=23402
qi huan 	奇幻	c=1 d=1.41218e-31 t=23402
qi hun 	棋魂	c=2 d=1 t=23402
qi ji 	契機	c=1 d=2.25557e-40 t=23402
qi jian 	期間	c=3 d=0.000112226 t=23402
qi kan 	期刊	c=7 d=3.51812e-05 t=23402
qi lai 	起來	c=8 d=1 t=23402
qi le 	起了	c=0 d=0.000663763 t=23402
qi le ma 	起了嗎	c=1 d=0.0066709 t=23402
qi le rong rong 	其樂融融	c=1 d=4.85232e-23 t=23402
qi liang 	淒涼	c=2 d=1.28837e-05 t=23300
qi miao 	奇妙	c=1 d=0.00775048 t=23402
qi mo 	期末	c=1 d=0.00118858 t=23402
qi nian 	七年	c=1 d=2.76839e-09 t=23300
qi pao 	氣泡	c=1 d=6.43687e-24 t=23402
qi qiu 	氣球	c=1 d=6.70869e-40 t=23402
qi quan 	齊全	c=1 d=1 t=23023
qi shang 	騎上	c=1 d=0.00752142 t=23300
qi shi 	其實	c=19 d=2.83983 t=23402
qi shi bi 	其實比	c=1 d=1 t=23402
qi shui 	汽水	c=1 d=0.00398587 t=23402
qi ta 	其他	c=30 d=1.64285 t=23402
qi ta de 	其他的	c=1 d=8.44096e-07 t=23402
qi ta jia ren 	其他家人	c=1 d=0.0314298 t=23402
qi wang 	期望	c=1 d=3.76463e-37 t=23402
qi wei 	氣味	c=3 d=4.83485e-10 t=23402
qi xi 	七夕	c=1 d=2.41123e-31 t=23402
qi xi 	氣息	c=2 d=1.24663e-27 t=23402
qi xian 	起先	c=1 d=0.00012909 t=23300
qi xiang 	奇想	c=1 d=1.80424e-31 t=23402
qi xing 	七星	c=1 d=0.275271 t=23402
qi xing 	騎行	c=1 d=0.000221519 t=23300
qi ye 	企業	c=106 d=6.01193 t=23402
qi ye jia meng liu cheng 	企業加盟流程	c=1 d=0.00585769 t=23402
qi yi 	奇異	c=1 d=1.83849e-17 t=23402
qi yong 	啓用	c=1 d=1 t=21208
qi yu 	其餘	c=3 d=1 t=23402
qi yuan 	起源	c=1 d=0.371577 t=23300
qi zhe 	騎着	c=0 d=0.00200405 t=23300
qi zhe qi zhe 	騎着騎着	c=1 d=0.020141 t=23300
qi zhi 	旗幟	c=1 d=1 t=21524
qi zhong 	其中	c=11 d=0.981631 t=23402
qia 	掐	c=1 d=1.30721e-34 t=23402
qia dang 	恰當	c=3 d=0.079659 t=23402
qia hao 	恰好	c=2 d=1 t=23402
qian 	前	c=15 d=1.30372 t=23402
qian 	千	c=2 d=2.08758 t=23402
qian 	欠	c=1 d=4.92901e-31 t=23402
qian 	淺	c=1 d=7.04905e-34 t=23402
qian 	牽	c=1 d=3.14555e-41 t=23402
qian 	簽	c=6 d=0.000389078 t=23402
qian 	茜	c=2 d=1.89583 t=20226
qian 	謙	c=6 d=0.586474 t=23300
qian 	錢	c=6 d=0.279437 t=23402
qian ban 	前半	c=1 d=2.46681e-05 t=23300
qian chu 	遷出	c=1 d=7.01389e-34 t=23402
qian ci 	前次	c=1 d=0.00113061 t=23402
qian duan 	前段	c=1 d=0.163654 t=23300
qian duan 	前端	c=4 d=0.162838 t=23402
qian duan shi jian 	前段時間	c=1 d=0.106459 t=23300
qian fang bai ji 	千方百計	c=1 d=2.50699e-48 t=23402
qian fu 	潛伏	c=3 d=3.51465e-36 t=23402
qian hou 	前後	c=1 d=0.985112 t=23402
qian ji tian 	前幾天	c=2 d=0.00440507 t=23402
qian jia 	欠佳	c=1 d=0.00213348 t=23402
qian jing 	前景	c=1 d=1 t=23402
qian liang tian 	前兩天	c=1 d=4.71468e-08 t=23402
qian liang zhong 	千兩種	c=1 d=2.79223e-51 t=23402
qian lie 	前列	c=1 d=1 t=20468
qian long 	乾隆	c=1 d=0.00096344 t=23402
qian mian 	前面	c=8 d=0.695217 t=23402
qian ming 	簽名	c=4 d=1.19371 t=23402
qian qi 	前期	c=5 d=0.126818 t=23402
qian qian 	千千	c=1 d=7.18266e-49 t=23402
qian qian wan wan 	千千萬萬	c=1 d=1.45198e-05 t=23300
qian qiang 	牽強	c=1 d=1.30725e-05 t=23402
qian qiang fu hui 	牽強附會	c=1 d=1.3138e-05 t=23402
qian que 	欠缺	c=1 d=0.00013845 t=23402
qian ren 	前任	c=1 d=1 t=19701
qian ru 	嵌入	c=1 d=0.313486 t=23300
qian shou 	牽手	c=1 d=3.56498e-43 t=23402
qian shou 	簽收	c=1 d=3.58285e-43 t=23402
qian shui 	潛水	c=3 d=2.66389 t=19696
qian tai 	前臺	c=2 d=0.217751 t=23402
qian tao 	嵌套	c=1 d=0.427415 t=23300
qian ti 	前提	c=2 d=1.05448 t=21301
qian ti xia 	前提下	c=1 d=0.000287295 t=23300
qian tian 	前天	c=2 d=0.324652 t=23402
qian ting 	潛艇	c=1 d=0.123687 t=23402
qian wan 	千萬	c=3 d=8.50523e-08 t=23402
qian wang 	前往	c=1 d=0.00140882 t=23300
qian xi 	千禧	c=0 d=2.07932e-25 t=23402
qian xi gong yuan 	千禧公園	c=1 d=2.08975e-24 t=23402
qian xing 	前行	c=3 d=0.099996 t=23300
qian xue sen 	錢學森	c=1 d=1 t=23402
qian xun 	千尋	c=1 d=1.09704 t=23402
qian xun 	謙遜	c=1 d=1.89906e-16 t=23402
qian yan 	前沿	c=5 d=1.00112 t=23402
qian ye 	前夜	c=2 d=2.93404e-35 t=23402
qian yi 	遷移	c=4 d=0.690734 t=23402
qian yong 	潛泳	c=1 d=1 t=19688
qian yu qian xun 	千與千尋	c=1 d=1 t=23402
qian zai 	潛在	c=3 d=0.118245 t=23402
qian zhang 	簽章	c=1 d=1.95524e-06 t=23402
qian zhe 	前者	c=1 d=0.353455 t=23300
qian zheng 	簽證	c=34 d=0.884448 t=23402
qian zheng fei 	簽證費	c=1 d=5.11883e-05 t=23300
qian zheng guo le 	簽證過了	c=1 d=0.000953854 t=23402
qian zhi 	前置	c=3 d=1.24449 t=23402
qian zhui 	前綴	c=1 d=0.0393602 t=23402
qian zi 	簽字	c=1 d=8.29523e-08 t=23402
qiang 	強	c=6 d=1.00025 t=23402
qiang 	槍	c=1 d=6.03711e-05 t=23300
qiang 	牆	c=1 d=3.30739e-43 t=23402
qiang 	腔	c=1 d=0.0200405 t=23300
qiang da 	強大	c=4 d=1.00018 t=23402
qiang diao 	強調	c=3 d=0.571215 t=23402
qiang duo 	搶奪	c=1 d=2.11333e-09 t=23300
qiang hua 	強化	c=8 d=2.55755 t=23402
qiang li 	強力	c=1 d=6.33436e-41 t=23402
qiang qiu 	強求	c=1 d=0.0217096 t=23300
qiang xing 	強行	c=1 d=1 t=23402
qiang zhi 	強制	c=1 d=3.80376e-41 t=23402
qiao 	俏	c=1 d=2.3848e-19 t=23402
qiao 	喬	c=1 d=1 t=23402
qiao 	巧	c=1 d=2.58035e-05 t=23402
qiao 	橋	c=1 d=3.1116e-31 t=23402
qiao ke li 	巧克力	c=2 d=0.0182243 t=23402
qiao mei 	巧妹	c=2 d=0.0702988 t=23402
qiao tun 	翹臀	c=1 d=1.84582e-05 t=23300
qie 	切	c=4 d=1.23696e-23 t=23402
qie duan 	切斷	c=1 d=5.90329e-06 t=23402
qie fen 	切分	c=1 d=4.31403e-22 t=23402
qie ge 	切割	c=2 d=0.156453 t=23402
qie huan 	切換	c=3 d=0.447088 t=23402
qie pian 	切片	c=1 d=2.765e-24 t=23402
qie ru 	切入	c=1 d=0.146607 t=23402
qin 	秦	c=3 d=2.59859e-29 t=23402
qin 	親	c=1 d=9.32711e-05 t=23402
qin fan 	侵犯	c=1 d=8.27777e-42 t=23402
qin fen 	勤奮	c=1 d=0.923116 t=23300
qin shao nian 	親少年	c=1 d=0.000236397 t=23300
qing 	晴	c=1 d=0.000515692 t=23300
qing 	清	c=4 d=0.26982 t=23402
qing 	請	c=20 d=1.92213 t=23402
qing 	輕	c=1 d=8.98459e-06 t=23402
qing 	青	c=4 d=0.0393602 t=23402
qing bian 	輕便	c=1 d=2.46128e-08 t=23300
qing cha shou 	請查收	c=2 d=0.163654 t=23402
qing chu 	清楚	c=8 d=0.895762 t=23402
qing chu 	清除	c=3 d=0.977143 t=23402
qing chuan 	晴川	c=1 d=1.11624e-29 t=23402
qing chun 	青春	c=8 d=8.83463e-31 t=23402
qing dan 	氫彈	c=2 d=2.27847e-33 t=23402
qing dan 	清單	c=4 d=1.74862e-05 t=23402
qing fa 	請發	c=1 d=0.250324 t=23402
qing hua 	清華	c=1 d=0.516851 t=23402
qing jiao 	請教	c=2 d=0.159614 t=23402
qing jie 	情節	c=1 d=2.59593e-17 t=23402
qing jie 	清潔	c=3 d=0.136102 t=23402
qing jie ji 	清潔劑	c=1 d=0.00018046 t=23300
qing jie ye 	清潔液	c=1 d=0.00017956 t=23300
qing jie zhi zao 	清潔製造	c=1 d=0.00344787 t=23402
qing jing 	情景	c=3 d=0.0982736 t=23402
qing kong 	清空	c=3 d=0.0566285 t=23402
qing kuang 	情況	c=20 d=1.03689 t=23402
qing kuang xia 	情況下	c=1 d=1.07525e-30 t=23402
qing li 	清理	c=4 d=0.529935 t=23402
qing ling 	清零	c=1 d=5.10648e-06 t=23402
qing lv 	情侶	c=1 d=0.000590229 t=23402
qing nian 	青年	c=1 d=0.486752 t=23402
qing nian bao 	青年報	c=1 d=0.0288686 t=23402
qing nin 	請您	c=1 d=1.13682e-38 t=23402
qing qing 	輕輕	c=1 d=2.26927e-23 t=23402
qing qiu 	請求	c=5 d=5.14449e-05 t=23402
qing ren 	情人	c=1 d=0.156453 t=23402
qing shi 	情詩	c=1 d=0.00165327 t=23402
qing song 	輕鬆	c=2 d=4.34983e-31 t=23402
qing ti gong 	請提供	c=1 d=0.852144 t=23402
qing tian 	晴天	c=1 d=2.53969e-24 t=23402
qing wen 	請問	c=36 d=2.11655 t=23402
qing xi 	清晰	c=2 d=0.000244157 t=23402
qing xiang 	傾向	c=1 d=0.0575558 t=23402
qing xiao shuo 	輕小說	c=3 d=7.42908e-31 t=23402
qing xing 	情形	c=1 d=0.0319048 t=23402
qing xing 	慶幸	c=1 d=7.69454e-06 t=23300
qing xing 	清醒	c=1 d=2.86837e-44 t=23402
qing xu 	情緒	c=1 d=0.0129068 t=23402
qing zhen 	清真	c=3 d=1.00775e-32 t=23402
